image_path,split,review_reasons,polygon_count,class_ids
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7571_JPG.rf.18c802e455ac30ce6615af1acd6c018d.jpg,train,suspicious_polygon,39,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7572_JPG.rf.831baa3368e32f6312d4bbdfa997b38f.jpg,train,suspicious_polygon,52,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7574_JPG.rf.fce2852cb2a26c6c1dff8a12aed8b3fa.jpg,train,suspicious_polygon,48,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7581_JPG.rf.e9e9ac2f59ec3a3afbf7e7fbeca13330.jpg,train,smallest_polygons;suspicious_polygon,36,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7582_JPG.rf.18d735e72d271e28c043128a71591eee.jpg,train,suspicious_polygon,27,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7583_JPG.rf.e90a72bf3ec2203fd6d218dfa0332717.jpg,train,suspicious_polygon,28,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7587_JPG.rf.4c23b508aee7c1c25aaeaa9d5ba3afe6.jpg,train,suspicious_polygon;unusually_large_mask_areas,29,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7593_JPG.rf.b74398b3581c3b886e0e64690f270562.jpg,train,suspicious_polygon,47,"1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7594_JPG.rf.84186c4747b46c06bacfe48b2d6cf2e9.jpg,train,largest_number_of_polygons;suspicious_polygon,62,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7597_JPG.rf.c9f20fa5f47867974f738382c5d1f943.jpg,train,suspicious_polygon;unusually_large_mask_areas,23,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7600_JPG.rf.87a5409ca66bf5a8819f81cbe03a56a2.jpg,train,suspicious_polygon,39,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7604_JPG.rf.65cba24128589db423268c7890b0a7c2.jpg,train,suspicious_polygon,40,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7605_JPG.rf.a7790613c43d225f42c6c433257787dd.jpg,train,suspicious_polygon,39,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7608_JPG.rf.2eaba3d6c38a18950c85a51cfca5b7bf.jpg,train,suspicious_polygon,50,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7612_JPG.rf.0a4b4ac4b68bca7fd0a534cc6a169575.jpg,train,suspicious_polygon,47,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7613_JPG.rf.ce726ad675f028d2972f51359af7ae31.jpg,train,suspicious_polygon;unusually_large_mask_areas,27,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7619_JPG.rf.d6378d68ab95f178a79534bf2d20f6ec.jpg,train,suspicious_polygon,31,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7630_JPG.rf.2b9eab2eca3ba728c7a68480de9529e2.jpg,train,smallest_polygons;suspicious_polygon,36,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7634_JPG.rf.95a292026ceeabde272fbb47d0894ee0.jpg,train,random_train,22,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7644_JPG.rf.aacae97996d8b887aa20852213016caa.jpg,train,suspicious_polygon,33,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7645_JPG.rf.3ab39e315cea9ff218b31b6982b471d6.jpg,train,random_train,31,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7649_JPG.rf.d927827b98233791cbad629cc5aa80f8.jpg,train,suspicious_polygon,32,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7651_JPG.rf.b7e71c47156d69bf957e5f5c65cf6f7f.jpg,train,largest_number_of_polygons,62,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7655_JPG.rf.e6435fc059200782e3c03e781f106d4c.jpg,train,suspicious_polygon;unusually_large_mask_areas,18,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7660_JPG.rf.67178f411028a6d48dafbcd9d6d2aa3e.jpg,train,suspicious_polygon;unusually_large_mask_areas,23,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7663_JPG.rf.5da805293efceb4f2c2291f15e571a75.jpg,train,suspicious_polygon,43,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7665_JPG.rf.fadddecbbfbd5ac59a67c9417bfe85e5.jpg,train,suspicious_polygon,30,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7668_JPG.rf.26673355e3e85c46bc3f23ff68f3cc9e.jpg,train,suspicious_polygon,40,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7671_JPG.rf.61c9b175411fbcd328b7ec3c968c2e13.jpg,train,random_train,31,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7684_JPG.rf.ed600156684882584e2a5b3ecbe91438.jpg,train,unusually_large_mask_areas,24,"0,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7685_JPG.rf.a93a56c7ef0c1b8c2694562bb7b4d588.jpg,train,suspicious_polygon;unusually_large_mask_areas,30,"0,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7688_JPG.rf.c66bb91a86d9eeeb7c91d7e1c9b36862.jpg,train,suspicious_polygon,35,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7690_JPG.rf.2452bda167a7e0833b5a6262c5ed8811.jpg,train,smallest_polygons;suspicious_polygon,51,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7691_JPG.rf.b9d4b4898c6afef6a10998c9e3f25d04.jpg,train,smallest_polygons;suspicious_polygon,40,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7694_JPG.rf.9767a1a872b4cb2337d686256a4d2d0a.jpg,train,random_train,42,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7704_JPG.rf.8d2dd51b0772390df620dff89e590e0c.jpg,train,random_train,32,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7707_JPG.rf.fff32660c6bec7f69ea912b793d58386.jpg,train,suspicious_polygon,36,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7711_JPG.rf.8967889185ebe257caa03976f46c9572.jpg,train,suspicious_polygon,51,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7720_JPG.rf.e3f73457ade76d91d55c4732f6d46387.jpg,train,random_train,37,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7722_JPG.rf.77e4ec75a2e03dcf836b4664558f533a.jpg,train,random_train;suspicious_polygon,24,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7725_JPG.rf.8b6bd442a9ca948df98274757acad95d.jpg,train,suspicious_polygon,49,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7726_JPG.rf.7fa466d89d09b55cb75cbaa57cb40111.jpg,train,suspicious_polygon,38,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7729_JPG.rf.2701a99e921089855746ea3e19136453.jpg,train,suspicious_polygon,48,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7745_JPG.rf.41b80ccbacaa5d55d72e1f8b5ea48e89.jpg,train,suspicious_polygon,44,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7752_JPG.rf.dbb4598ba0b2b08f7dfbff8ff3b0545e.jpg,train,random_train;suspicious_polygon,35,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7753_JPG.rf.98b2b1f38201072df97ae04d14b77cb6.jpg,train,suspicious_polygon,39,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7756_JPG.rf.299dfe983ebfed4fc2cd515af13397f0.jpg,train,smallest_polygons;suspicious_polygon,25,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7757_JPG.rf.81290de30af88bf57b3f72e6c1e665fc.jpg,train,random_train,28,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7762_JPG.rf.dc2e7bef18f75818a480dbbd32edba93.jpg,train,suspicious_polygon,41,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7769_JPG.rf.abbbb99b5830c4515ac6848ca7835d14.jpg,train,suspicious_polygon,35,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7776_JPG.rf.1b4af79b21811d3b348da4e6ee1ce0ed.jpg,train,suspicious_polygon,41,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7924_JPG.rf.27d65609d10ad5b5c7a65da2a0cc15cd.jpg,train,suspicious_polygon,30,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7946_JPG.rf.243d73e1652eb613891dbfea537c8f6e.jpg,train,suspicious_polygon,25,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7948_JPG.rf.1a85ef55b25686c5553893a080db131e.jpg,train,random_train,18,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7953_JPG.rf.c884785c08fd531f94a0043e9aa41388.jpg,train,random_train,35,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7955_JPG.rf.e539a0049c3f70467d7c96fcf914243c.jpg,train,suspicious_polygon,24,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7956_JPG.rf.755a97a19ec59d28d369508e7f1cdf1e.jpg,train,suspicious_polygon,39,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7959_JPG.rf.b69e7529ed1d7df34aa4f8396b3242e4.jpg,train,suspicious_polygon,19,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7962_JPG.rf.c5733e943b89fb20c975ed3f79cc12d5.jpg,train,suspicious_polygon,54,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7965_JPG.rf.566eaef648ea21e727c07fb7a3d600b3.jpg,train,suspicious_polygon,40,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7970_JPG.rf.e26deb087eea0d7290e26369f4d14328.jpg,train,suspicious_polygon,40,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7982_JPG.rf.6063388a89c6fa2a16562c767ed67eac.jpg,train,largest_number_of_polygons,59,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7988_JPG.rf.09d07a1fbe48e74c7df5856af28496ee.jpg,train,suspicious_polygon,27,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7995_JPG.rf.2d5267b598ec74927854f4f588fa5dda.jpg,train,suspicious_polygon,38,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8008_JPG.rf.1bf1744471fa5e2a0c8a15cd60c044f0.jpg,train,suspicious_polygon,31,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8010_JPG.rf.c1f2291007c2c6cc1025dec3bda856dd.jpg,train,suspicious_polygon,28,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8015_JPG.rf.c817bf276b5d7aca0e1cf2b2e3589092.jpg,train,suspicious_polygon,39,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8018_JPG.rf.ccd238594b00dc32d7189c1c6b9434e1.jpg,train,suspicious_polygon,47,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8019_JPG.rf.af25613a1cef42abaa4e683ea8a75195.jpg,train,suspicious_polygon,39,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8020_JPG.rf.6aee4a10797ea5eb7aa84817ad647691.jpg,train,smallest_polygons;suspicious_polygon,38,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8021_JPG.rf.e4abeea4aea20215ec37e4b99c5ce8b4.jpg,train,random_train,44,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8022_JPG.rf.7d6aed37c4aee7e2ac7285307edf5260.jpg,train,suspicious_polygon,43,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8024_JPG.rf.df50d54ff051c37af2cc748816777a5b.jpg,train,suspicious_polygon,38,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8030_JPG.rf.2371c741d3f9e88b677840bd6ad9a220.jpg,train,suspicious_polygon,52,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8032_JPG.rf.80ea3711dff82da781de7257ed545cee.jpg,train,suspicious_polygon,41,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8033_JPG.rf.56a9f8b0f3e02afcbb923d42e0268383.jpg,train,suspicious_polygon,39,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8034_JPG.rf.f583b8df320029bee85a348b02ac6e51.jpg,train,suspicious_polygon,38,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8035_JPG.rf.071d15dff9a37bc8f8ed34dfc05f4b84.jpg,train,suspicious_polygon,41,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8037_JPG.rf.9256258c1d86868ecc79c0ed9a32e615.jpg,train,suspicious_polygon,23,"0,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8038_JPG.rf.186fe56b20ddb56988e077f2ebc2b6b5.jpg,train,suspicious_polygon,24,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8040_JPG.rf.67940a19316d2a822585cde40fa3fc74.jpg,train,random_train;suspicious_polygon,30,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8043_JPG.rf.1d73fcd7a5e5afddd1a02337bd9160d7.jpg,train,smallest_polygons;suspicious_polygon,22,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8066_JPG.rf.8258dae5ea836f5ec66801d36caee3d6.jpg,train,suspicious_polygon,30,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8074_JPG.rf.265de0aada7b00e675e8e1e048ece65e.jpg,train,suspicious_polygon,31,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8079_JPG.rf.f8be387884d453eba5ccc77847d80066.jpg,train,random_train,47,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8088_JPG.rf.d0bf3c5a6fd30f9a4662d35e1500d659.jpg,train,suspicious_polygon,44,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8089_JPG.rf.c87cd0de62d6dd99e296c3dcda0bc932.jpg,train,suspicious_polygon,53,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR8094_JPG.rf.51fd06caf08d893217d3ef2c82a105a9.jpg,train,random_train,36,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR6998_JPG.rf.8ef13cb91ae62ba3ab7eaafa524cd6b3.jpg,valid,suspicious_polygon,38,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR6999_JPG.rf.51c35bc5c0f51e6c5f5eff088af57204.jpg,valid,largest_number_of_polygons,70,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7020_JPG.rf.97f82b8d62e9bbef3ed47af7711ee215.jpg,valid,random_valid,44,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7051_JPG.rf.ed6933b0d9bddc92c9431b823d79b512.jpg,valid,suspicious_polygon,28,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7055_JPG.rf.c10dd2ec3ea1749685ff989f58f9f266.jpg,valid,suspicious_polygon,52,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7068_JPG.rf.493419d19099260a4290e3ebf9fe6b78.jpg,valid,random_valid;suspicious_polygon,40,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7071_JPG.rf.2f185dab1014858f2d104b7584a6b8c7.jpg,valid,suspicious_polygon,27,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7144_JPG.rf.1839174f19eaabb73dffba9e7da10cb3.jpg,valid,random_valid;suspicious_polygon,37,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7147_JPG.rf.70140209828fe3ad8ab3a5d530138691.jpg,valid,suspicious_polygon,48,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7148_JPG.rf.de5b334ffa4b26bb008cc2b8a075088d.jpg,valid,suspicious_polygon,45,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7184_JPG.rf.e7ed47657d0f7470001ded244c3a00a3.jpg,valid,smallest_polygons;suspicious_polygon,42,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7401_JPG.rf.c4fed245acbf77da986a407a53ac0ee0.jpg,valid,suspicious_polygon,47,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7403_JPG.rf.4db58e2479df02d467d5e765cfe643bf.jpg,valid,random_valid,28,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7424_JPG.rf.84c37e532ac2613dda58e838def9bd6a.jpg,valid,random_valid,38,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7458_JPG.rf.4cf113a9694e881ee76c2ee99ffb4747.jpg,valid,random_valid;suspicious_polygon,45,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7465_JPG.rf.353ef4dada848207ee848c4bf6cb870b.jpg,valid,suspicious_polygon;unusually_large_mask_areas,36,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7474_JPG.rf.ac4cdb52a7375f082df448f37005589e.jpg,valid,random_valid,30,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7485_JPG.rf.adb2d85086ab4ad3c0b319267c78fed5.jpg,valid,suspicious_polygon;unusually_large_mask_areas,21,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7487_JPG.rf.d777789350f4355d1a28702c4bfd7d53.jpg,valid,suspicious_polygon,33,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7488_JPG.rf.58978572cf0fb5b8f6a2bbc1adbe0f2d.jpg,valid,suspicious_polygon,35,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7490_JPG.rf.9bdc17bc272840e78f5c41ac8ff94688.jpg,valid,suspicious_polygon,31,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7506_JPG.rf.9df55e73f5cbd64b3265fb3c3bf75c7c.jpg,valid,random_valid,38,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7509_JPG.rf.e74e20ffc203ee42f7fc705c95d0ace2.jpg,valid,largest_number_of_polygons;random_valid,61,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7526_JPG.rf.fed1c1481433146ef30d814586b538a3.jpg,valid,suspicious_polygon,55,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7544_JPG.rf.17fb5df437080ff357a74721b722bcca.jpg,valid,suspicious_polygon,46,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7553_JPG.rf.6b3ceaa496bd7ee56f9ea3e5e4245692.jpg,valid,suspicious_polygon,41,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7555_JPG.rf.be92f0b95a525d9e9a99e787c68794d3.jpg,valid,largest_number_of_polygons,61,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7564_JPG.rf.e44f4d70319457d8d0cd4cd7fde997f3.jpg,valid,suspicious_polygon,46,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7565_JPG.rf.81435b349cf1a715e7cdf4744e67516d.jpg,valid,suspicious_polygon,38,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7586_JPG.rf.1bb8c2d0cb84be2a98acf58a1c1d2ff8.jpg,valid,suspicious_polygon;unusually_large_mask_areas,47,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7588_JPG.rf.8897fd5f2d2f14cd14ebffbf46519ce6.jpg,valid,suspicious_polygon;unusually_large_mask_areas,47,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7601_JPG.rf.6d5a2b8de0a38aa37382c85ad9311965.jpg,valid,random_valid,25,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7646_JPG.rf.596e16904a9092df3acd1603030d62ae.jpg,valid,random_valid,27,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7659_JPG.rf.1302c6941146a4cebecc151f2712dfca.jpg,valid,suspicious_polygon;unusually_large_mask_areas,22,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7676_JPG.rf.04f15aed16563cac65e27d2ec46612bb.jpg,valid,suspicious_polygon,35,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7689_JPG.rf.8b54cc2fa0629f671a55507a8c467a55.jpg,valid,suspicious_polygon,46,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7727_JPG.rf.d94cd24f80f734a647ecbf59e0d79014.jpg,valid,multiple_classes;suspicious_polygon,43,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7731_JPG.rf.3f7c92e2f53dda85095b88b82e969dcc.jpg,valid,multiple_classes;suspicious_polygon,52,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7735_JPG.rf.46198bce38600a2e11d76cd5719ca39c.jpg,valid,multiple_classes;smallest_polygons;suspicious_polygon,51,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7740_JPG.rf.194994488efee4c9a0e0c8199ae2581b.jpg,valid,multiple_classes;suspicious_polygon,42,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7742_JPG.rf.676f5a6251f9d0d219a9946c593790d4.jpg,valid,multiple_classes;suspicious_polygon,40,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7760_JPG.rf.73277d819cb54a9871af42849872e219.jpg,valid,multiple_classes;random_valid;suspicious_polygon,26,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7761_JPG.rf.eaf4f5a1505f172d6a7db00baece6d19.jpg,valid,multiple_classes,36,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7764_JPG.rf.d2f02eb54e30e4f3c7fe8a1046a37746.jpg,valid,multiple_classes;suspicious_polygon,33,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7768_JPG.rf.e4b334cf384e6e0dab5aa24bb420d7c0.jpg,valid,multiple_classes;suspicious_polygon,37,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7775_JPG.rf.777c689ef1920b19631991338669d5be.jpg,valid,multiple_classes,36,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7777_JPG.rf.d35d55c4289408333cef174e04959475.jpg,valid,multiple_classes;random_valid,51,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7781_JPG.rf.1d5a1bbf7edd6fd4ed48c3ac7f36f0d4.jpg,valid,multiple_classes;suspicious_polygon,28,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7925_JPG.rf.ebee5a56c3525376a2e9798135f3b03a.jpg,valid,multiple_classes;suspicious_polygon,33,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7937_JPG.rf.d71e3ee54111498d38368296a404ae0f.jpg,valid,multiple_classes,27,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7938_JPG.rf.4349f25a24b6a533ed20d8267a177838.jpg,valid,multiple_classes;random_valid,20,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7941_JPG.rf.f5c8dcd71ecbe7550fb6f7a6cca4006a.jpg,valid,multiple_classes,26,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/valid/GOPR7978_JPG.rf.f531fd606de183c3893416c8e98145ed.jpg,valid,random_valid,31,"0,1,2"
